,NAME,ID,NAME_TYPE,CLASS,MASS [kg],FALL,YEAR,LAT,LONG,COORDINATE,COUNTRY,CONTINENT
682,New Halfa,16954,Valid,L4,12.0,Fell,1994,15.3667,35.6833,"(15.36667, 35.68333)",Sudan,Africa
683,New Orleans,16960,Valid,H5,19.26,Fell,2003,29.9472,-90.1098,"(29.94718, -90.10976)",United States,North America
687,Nikolaevka,16976,Valid,H4,4.0,Fell,1935,52.45,78.6333,"(52.45, 78.63333)",Kazakhstan,Asia
688,Nikolskoe,16977,Valid,L4,6.0,Fell,1954,56.1167,37.3333,"(56.11667, 37.33333)",Russia,Europe
689,Ningbo,16980,Valid,"Iron, IVA",14.25,Fell,1975,29.8667,121.483,"(29.86667, 121.48333)",China,Asia
690,Ningqiang,16981,Valid,C3-ung,4.61,Fell,1983,32.925,105.907,"(32.925, 105.90667)",China,Asia
692,N'Kandhla,16983,Valid,"Iron, IID",17.2,Fell,1912,-28.5667,30.7,"(-28.56667, 30.7)",South Africa,Africa
698,Norton County,17922,Valid,Aubrite,1100.0,Fell,1948,39.6833,-99.8667,"(39.68333, -99.86667)",United States,North America
704,Nuevo Mercurio,17938,Valid,H5,50.0,Fell,1978,24.3,-102.133,"(24.3, -102.13333)",Mexico,North America
715,Ohuma,17996,Valid,L5,7.7,Fell,1963,6.75,8.5,"(6.75, 8.5)",Nigeria,Africa
716,Ojuelos Altos,17997,Valid,L6,5.85,Fell,1926,38.1833,-5.4,"(38.18333, -5.4)",Spain,Europe
718,Okano,18000,Valid,"Iron, IIAB",4.74,Fell,1904,35.0833,135.2,"(35.08333, 135.2)",Japan,Asia
720,Oldenburg (1930),18009,Valid,L6,16.57,Fell,1930,52.95,8.16667,"(52.95, 8.16667)",Germany,Europe
722,Olivenza,18013,Valid,LL5,150.0,Fell,1924,38.7167,-7.06667,"(38.71667, -7.06667)",Spain,Europe
723,Olmedilla de Alarcón,18015,Valid,H5,40.0,Fell,1929,39.5667,-2.1,"(39.56667, -2.1)",Spain,Europe
724,Omolon,18019,Valid,"Pallasite, PMG",250.0,Fell,1981,64.02,161.808,"(64.02, 161.80833)",Russia,Europe
733,Ouadangou,56729,Valid,L5,4.44,Fell,2003,12.9,0.08,"(12.9, 0.08)",Burkina Faso,Africa
735,Oum Dreyga,31282,Valid,H3-5,17.0,Fell,2003,24.3,-13.1,"(24.3, -13.1)",Morocco,Africa
736,Ourique,18052,Valid,H4,20.0,Fell,1998,37.6083,-8.28,"(37.60833, -8.28)",Portugal,Europe
741,Padvarninkai,18069,Valid,Eucrite-mmict,3.86,Fell,1929,55.6667,25.0,"(55.66667, 25.0)",Lithuania,Europe
745,Palinshih,18077,Valid,Iron,18.0,Fell,1914,43.4833,118.617,"(43.48333, 118.61667)",China,Asia
749,Pantar,18098,Valid,H5,2.13,Fell,1938,8.06667,124.283,"(8.06667, 124.28333)",Philippines,Asia
750,Paragould,18101,Valid,LL5,408.0,Fell,1930,36.0667,-90.5,"(36.06667, -90.5)",United States,North America
751,Parambu,18102,Valid,LL5,2.0,Fell,1967,-6.23333,-40.7,"(-6.23333, -40.7)",Brazil,South America
752,Paranaiba,18103,Valid,L6,100.0,Fell,1956,-19.1333,-51.6667,"(-19.13333, -51.66667)",Brazil,South America
753,Park Forest,18106,Valid,L5,18.0,Fell,2003,41.4847,-87.6792,"(41.48472, -87.67917)",United States,North America
756,Pasamonte,18110,Valid,Eucrite-pmict,5.1,Fell,1933,36.2167,-103.4,"(36.21667, -103.4)",United States,North America
757,Patora,18112,Valid,H6,4.38,Fell,1969,20.9369,82.05,"(20.93694, 82.05)",India,Asia
758,Patrimonio,18116,Valid,L6,2.12,Fell,1950,-19.5333,-48.5667,"(-19.53333, -48.56667)",Brazil,South America
760,Patwar,18171,Valid,Mesosiderite-A1,37.35,Fell,1935,23.15,91.1833,"(23.15, 91.18333)",Bangladesh,Asia
761,Pavel,18173,Valid,H5,2.97,Fell,1966,43.4667,25.5167,"(43.46667, 25.51667)",Bulgaria,Europe
766,Peace River,18180,Valid,L6,45.76,Fell,1963,56.1333,-117.933,"(56.13333, -117.93333)",Canada,North America
768,Peekskill,18782,Valid,H6,12.57,Fell,1992,41.2833,-73.9167,"(41.28333, -73.91667)",United States,North America
769,Peña Blanca Spring,18786,Valid,Aubrite,70.0,Fell,1946,30.125,-103.117,"(30.125, -103.11667)",United States,North America
771,Perpeti,18793,Valid,L6,23.47,Fell,1935,23.325,91.0,"(23.325, 91.0)",Bangladesh,Asia
773,Pervomaisky,18798,Valid,L6,66.0,Fell,1933,56.6333,39.4333,"(56.63333, 39.43333)",Russia,Europe
774,Pesyanoe,18799,Valid,Aubrite,3.39,Fell,1933,55.5,66.0833,"(55.5, 66.08333)",Russia,Europe
778,Phillips County (stone),18808,Valid,L6,57.9,Fell,1901,40.0,-99.25,"(40.0, -99.25)",United States,North America
780,Phum Sambo,18811,Valid,H4,7.8,Fell,1933,12.0,105.483,"(12.0, 105.48333)",Cambodia,Asia
781,Phuoc-Binh,18812,Valid,L5,11.0,Fell,1941,15.7167,108.1,"(15.71667, 108.1)",Vietnam,Asia
785,Piplia Kalan,18831,Valid,Eucrite-mmict,42.0,Fell,1996,26.0347,73.9417,"(26.03472, 73.94167)",India,Asia
789,Pitts,18837,Valid,"Iron, IAB-ung",3.76,Fell,1921,31.95,-83.5167,"(31.95, -83.51667)",United States,North America
790,Plantersville,18846,Valid,H6,2.08,Fell,1930,30.7,-96.1167,"(30.7, -96.11667)",United States,North America
791,Pleşcoi,51706,Valid,L5-6,6.91,Fell,2008,45.275,26.7097,"(45.275, 26.70972)",Romania,Europe
798,Portales Valley,18874,Valid,H6,71.4,Fell,1998,34.175,-103.295,"(34.175, -103.295)",United States,North America
801,Prambachkirchen,18883,Valid,L6,2.12,Fell,1932,48.3025,13.9408,"(48.3025, 13.94083)",Austria,Europe
802,Pribram,18887,Valid,H5,5.56,Fell,1959,49.6667,14.0333,"(49.66667, 14.03333)",Czechia,Europe
808,Putinga,18905,Valid,L6,300.0,Fell,1937,-29.0333,-53.05,"(-29.03333, -53.05)",Brazil,South America
810,Qingzhen,18908,Valid,EH3,2.6,Fell,1976,26.5333,106.467,"(26.53333, 106.46667)",China,Asia
811,Queen's Mercy,22357,Valid,H6,7.0,Fell,1925,-30.1167,28.7,"(-30.11667, 28.7)",Lesotho,Africa
814,Quija,22361,Valid,H,17.45,Fell,1990,44.6167,126.133,"(44.61667, 126.13333)",China,Asia
816,Raco,22368,Valid,H5,5.0,Fell,1957,-26.6667,-65.45,"(-26.66667, -65.45)",Argentina,South America
817,Raghunathpura,22371,Valid,"Iron, IIAB",10.2,Fell,1986,27.7253,76.465,"(27.72528, 76.465)",India,Asia
818,Rahimyar Khan,31302,Valid,L5,67.22,Fell,1983,28.225,70.2,"(28.225, 70.2)",Pakistan,Asia
820,Ramnagar,22384,Valid,L6,3.77,Fell,1940,26.45,82.9,"(26.45, 82.9)",India,Asia
822,Ramsdorf,22386,Valid,L6,4.68,Fell,1958,51.8833,6.93333,"(51.88333, 6.93333)",Germany,Europe
825,Rangala,22392,Valid,L6,3.22,Fell,1937,25.3833,72.0167,"(25.38333, 72.01667)",India,Asia
826,Raoyang,22394,Valid,L6,4.91,Fell,1919,38.2,115.7,"(38.2, 115.7)",China,Asia
831,Reliegos,22584,Valid,L5,17.3,Fell,1947,42.475,-5.33333,"(42.475, -5.33333)",Spain,Europe
832,Rembang,22585,Valid,"Iron, IVA",10.0,Fell,1919,-6.73333,111.367,"(-6.73333, 111.36667)",Indonesia,Asia
836,Repeev Khutor,22590,Valid,"Iron, IIF",7.0,Fell,1933,48.6,45.6667,"(48.6, 45.66667)",Russia,Europe
838,Rewari,22593,Valid,L6,3.33,Fell,1929,28.2,76.6667,"(28.2, 76.66667)",India,Asia
840,Uzcudun,24140,Valid,L,20.0,Fell,1948,-44.1167,-66.15,"(-44.11667, -66.15)",Argentina,South America
841,Richardton,22599,Valid,H5,90.0,Fell,1918,46.8833,-102.317,"(46.88333, -102.31667)",United States,North America
850,Rose City,22766,Valid,H5,10.6,Fell,1921,44.5167,-83.95,"(44.51667, -83.95)",United States,North America
854,Rupota,22783,Valid,L4-6,6.0,Fell,1949,-10.2667,38.7667,"(-10.26667, 38.76667)",Tanzania,Africa
855,Ryechki,22791,Valid,L5,13.0,Fell,1914,51.1333,34.5,"(51.13333, 34.5)",Ukraine,Europe
859,Saint-Sauveur,23101,Valid,EH5,14.0,Fell,1914,43.7333,1.38333,"(43.73333, 1.38333)",France,Europe
860,Saint-Séverin,23102,Valid,LL6,271.0,Fell,1966,45.3,0.23333,"(45.3, 0.23333)",France,Europe
861,Sakauchi,23103,Valid,Iron,4.18,Fell,1913,35.6667,136.3,"(35.66667, 136.3)",Japan,Asia
865,Samelia,23115,Valid,"Iron, IIIAB",2.46,Fell,1921,25.6667,74.8667,"(25.66667, 74.86667)",India,Asia
872,Santa Isabel,23165,Valid,L6,5.5,Fell,1924,-33.9,-61.7,"(-33.9, -61.7)",Argentina,South America
873,Santa Lucia (2008),50909,Valid,L6,4.0,Fell,2008,-31.5355,-68.4894,"(-31.535556, -68.489444)",Argentina,South America
875,Saratov,23176,Valid,L4,200.0,Fell,1918,52.55,46.55,"(52.55, 46.55)",Russia,Europe
892,Seoni,23500,Valid,H6,20.0,Fell,1966,21.6839,79.5008,"(21.68389, 79.50083)",India,Asia
898,Sfax,23512,Valid,L6,7.0,Fell,1989,34.75,10.7167,"(34.75, 10.71667)",Tunisia,Africa
901,Shelburne,23529,Valid,L5,18.6,Fell,1904,44.05,-80.1667,"(44.05, -80.16667)",Canada,North America
904,Shikarpur,23534,Valid,L6,3.68,Fell,1921,25.85,87.5775,"(25.85, 87.5775)",India,Asia
905,Shuangyang,23582,Valid,H5,3.9,Fell,1971,43.5,125.667,"(43.5, 125.66667)",China,Asia
906,Shupiyan,23583,Valid,H6,5.0,Fell,1912,33.7167,74.8333,"(33.71667, 74.83333)",India,Asia
909,Sikhote-Alin,23593,Valid,"Iron, IIAB",23000.0,Fell,1947,46.16,134.653,"(46.16, 134.65333)",Russia,Europe
914,Sindhri,23611,Valid,H5,8.4,Fell,1901,26.2167,69.55,"(26.21667, 69.55)",Pakistan,Asia
915,Sinnai,23613,Valid,H6,2.0,Fell,1956,39.3,9.2,"(39.3, 9.2)",Italy,Europe
916,Sioux County,23614,Valid,Eucrite-mmict,4.1,Fell,1933,42.5833,-103.667,"(42.58333, -103.66667)",United States,North America
918,Sivas,23617,Valid,H6,40.0,Fell,1989,39.8247,36.1358,"(39.82467, 36.13583)",Turkey,Asia
928,Songyuan,23668,Valid,L6,36.9,Fell,1993,45.25,125.0,"(45.25, 125.0)",China,Asia
930,Soroti,23671,Valid,"Iron, ungrouped",2.05,Fell,1945,1.7,33.6333,"(1.7, 33.63333)",Uganda,Africa
936,St. Mark's,23090,Valid,EH5,13.78,Fell,1903,-32.0167,27.4167,"(-32.01667, 27.41667)",South Africa,Africa
939,St. Michel,23093,Valid,L6,17.0,Fell,1910,61.65,27.2,"(61.65, 27.2)",Finland,Europe
944,Ste. Marguerite,23099,Valid,H4,4.96,Fell,1962,50.7667,3.0,"(50.76667, 3.0)",Belgium,Europe
945,Sterlitamak,23724,Valid,"Iron, IIIAB",325.0,Fell,1990,53.6667,55.9833,"(53.66667, 55.98333)",Russia,Europe
948,Strathmore,23729,Valid,L6,13.4,Fell,1917,56.5833,-3.25,"(56.58333, -3.25)",United Kingdom,Europe
950,St-Robert,23733,Valid,H5,25.4,Fell,1994,45.9686,-72.9781,"(45.96861, -72.97806)",Canada,North America
951,Success,23736,Valid,L6,3.5,Fell,1924,36.4833,-90.6667,"(36.48333, -90.66667)",United States,North America
953,Suizhou,23738,Valid,L6,260.0,Fell,1986,31.6167,113.467,"(31.61667, 113.46667)",China,Asia
954,Sulagiri,48951,Valid,LL6,110.0,Fell,2008,12.6667,78.0333,"(12.66667, 78.03333)",India,Asia
959,Sylacauga,23773,Valid,H4,5.56,Fell,1954,33.1884,-86.2945,"(33.18836, -86.2945)",United States,North America
962,Tagish Lake,23782,Valid,C2-ung,10.0,Fell,2000,59.7044,-134.201,"(59.70444, -134.20139)",Canada,North America
965,Tambakwatu,23795,Valid,L6,10.5,Fell,1975,-7.75,112.767,"(-7.75, 112.76667)",Indonesia,Asia
966,Tamdakht,48691,Valid,H5,100.0,Fell,2008,31.1633,-7.015,"(31.16333, -7.015)",Morocco,Africa
968,Taonan,23873,Valid,L5,3.85,Fell,1965,45.4,122.9,"(45.4, 122.9)",China,Asia
969,Tatahouine,23884,Valid,Diogenite,12.0,Fell,1931,32.95,10.4167,"(32.95, 10.41667)",Tunisia,Africa
970,Tathlith,23885,Valid,L6,2.5,Fell,1967,19.3833,43.7333,"(19.38333, 43.73333)",Saudi Arabia,Asia
971,Tauk,23887,Valid,L6,6.0,Fell,1929,35.1333,44.45,"(35.13333, 44.45)",Iraq,Asia
972,Tauti,23888,Valid,L6,21.0,Fell,1937,46.7167,23.5,"(46.71667, 23.5)",Romania,Europe
976,Thika,54493,Valid,L6,14.2,Fell,2011,-1.00278,37.1503,"(-1.00278, 37.15028)",Kenya,Africa
977,Thuathe,23976,Valid,H4/5,45.3,Fell,2002,-29.3333,27.5833,"(-29.33333, 27.58333)",Lesotho,Africa
978,Tianzhang,23984,Valid,H5,2.23,Fell,1986,32.9467,118.99,"(32.94667, 118.99)",China,Asia
980,Tilden,23998,Valid,L6,74.8,Fell,1927,38.2,-89.6833,"(38.2, -89.68333)",United States,North America
981,Tillaberi,23999,Valid,L6,3.0,Fell,1970,14.25,1.53333,"(14.25, 1.53333)",Niger,Africa
984,Tissint,54823,Valid,Martian (shergottite),7.0,Fell,2011,29.482,-7.61123,"(29.48195, -7.61123)",Morocco,Africa
986,Tjerebon,24012,Valid,L5,16.5,Fell,1922,-6.66667,106.583,"(-6.66667, 106.58333)",Indonesia,Asia
999,Treysa,24050,Valid,"Iron, IIIAB-an",63.0,Fell,1916,50.9167,9.18333,"(50.91667, 9.18333)",Germany,Europe
1004,Tuan Tuc,24060,Valid,L6,13.1,Fell,1921,9.66667,105.667,"(9.66667, 105.66667)",Vietnam,Asia
1005,Tugalin-Bulen,24062,Valid,H6,10.0,Fell,1967,45.4667,105.383,"(45.46667, 105.38333)",Mongolia,Asia
1008,Tuxtuac,24086,Valid,LL5,30.0,Fell,1975,21.6667,-103.367,"(21.66667, -103.36667)",Mexico,North America
1011,Uberaba,24096,Valid,H5,40.0,Fell,1903,-19.8167,-48.7833,"(-19.81667, -48.78333)",Brazil,South America
1012,Ucera,24097,Valid,H5,4.59,Fell,1970,11.05,-69.85,"(11.05, -69.85)",Venezuela,South America
1014,Udei Station,24101,Valid,"Iron, IAB-ung",103.0,Fell,1927,7.95,8.08333,"(7.95, 8.08333)",Nigeria,Africa
1026,Utzenstorf,24136,Valid,H5,3.42,Fell,1928,47.1167,7.55,"(47.11667, 7.55)",Switzerland,Europe
1028,Valdavur,24144,Valid,H6,2.8,Fell,1944,11.9833,79.75,"(11.98333, 79.75)",India,Asia
1031,Valera,24149,Valid,L5,50.0,Fell,1972,9.31667,-70.6283,"(9.31667, -70.62833)",Venezuela,South America
1032,Varre-Sai,53633,Valid,L5,2.5,Fell,2010,-20.85,-41.7336,"(-20.85001, -41.73356)",Brazil,South America
1034,Vengerovo,24158,Valid,H5,10.8,Fell,1950,56.1333,77.2667,"(56.13333, 77.26667)",Russia,Europe
1039,Vigarano,24174,Valid,CV3,15.0,Fell,1910,44.85,11.4,"(44.85, 11.4)",Italy,Europe
1040,Villalbeto de la Peña,24179,Valid,L6,3.5,Fell,2004,42.8,-4.66667,"(42.8, -4.66667)",Spain,Europe
1044,Vishnupur,24187,Valid,LL4-6,2.44,Fell,1906,23.1,87.4333,"(23.1, 87.43333)",India,Asia
1048,Walters,24210,Valid,L6,28.1,Fell,1946,34.3333,-98.3,"(34.33333, -98.3)",United States,North America
1051,Werdama,47344,Valid,H5,4.0,Fell,2006,32.7973,21.7871,"(32.79732, 21.78713)",Libya,Africa
1055,Wethersfield (1982),24251,Valid,L6,2.76,Fell,1982,41.7106,-72.6736,"(41.71056, -72.67361)",United States,North America
1056,Whetstone Mountains,49514,Valid,H5,2.14,Fell,2009,31.9618,-110.434,"(31.96185, -110.434183)",United States,North America
1057,Wiluna,24281,Valid,H5,150.0,Fell,1967,-26.5928,120.328,"(-26.59278, 120.32833)",Australia,Oceania
1063,Woolgorong,24334,Valid,L6,36.0,Fell,1960,-27.75,115.833,"(-27.75, 115.83333)",Australia,Oceania
1065,Wuan,24340,Valid,H6,50.0,Fell,1986,36.75,114.25,"(36.75, 114.25)",China,Asia
1067,Xi Ujimgin,24345,Valid,L/LL6-an,5.9,Fell,1980,44.6667,117.5,"(44.66667, 117.5)",China,Asia
1068,Xingyang,24346,Valid,H6,75.5,Fell,1977,32.3333,114.317,"(32.33333, 114.31667)",China,Asia
1069,Yafa,24351,Valid,H5,5.7,Fell,2000,13.7111,45.17,"(13.71111, 45.17)",Yemen,Asia
1071,Yangchiang,30348,Valid,H5,20.0,Fell,1954,21.8333,111.833,"(21.83333, 111.83333)",China,Asia
1072,Yanzhuang,30350,Valid,H6,3.5,Fell,1990,24.5667,114.167,"(24.56667, 114.16667)",China,Asia
1073,Yardymly,30352,Valid,"Iron, IAB complex",150.2,Fell,1959,38.9333,48.25,"(38.93333, 48.25)",Azerbaijan,Asia
1078,Yukan,30377,Valid,LL6,4.8,Fell,1931,28.7167,116.617,"(28.71667, 116.61667)",China,Asia
1082,Zag,30384,Valid,H3-6,175.0,Fell,1998,27.3333,-9.33333,"(27.33333, -9.33333)",Morocco,Africa
1083,Zagami,30386,Valid,Martian (shergottite),18.0,Fell,1962,11.7333,7.08333,"(11.73333, 7.08333)",Nigeria,Africa
1086,Zaoyang,30391,Valid,H5,14.25,Fell,1984,32.3,112.75,"(32.3, 112.75)",China,Asia
1090,Zemaitkiemis,30399,Valid,L6,44.1,Fell,1933,55.3,25.0,"(55.3, 25.0)",Lithuania,Europe
1091,Zhaodong,30404,Valid,L4,42.0,Fell,1984,45.8167,125.917,"(45.81667, 125.91667)",China,Asia
1092,Zhovtnevyi,30407,Valid,H6,107.0,Fell,1938,47.5833,37.25,"(47.58333, 37.25)",Ukraine,Europe
1093,Zhuanghe,30408,Valid,H5,2.9,Fell,1976,39.6667,122.983,"(39.66667, 122.98333)",China,Asia
1097,Zvonkov,30415,Valid,H6,2.57,Fell,1955,50.2,30.25,"(50.2, 30.25)",Ukraine,Europe
1100,Abbott,5,Valid,H3-6,21.1,Found,1951,36.3,-104.283,"(36.3, -104.28333)",United States,North America
1101,Abernathy,7,Valid,L6,2.91,Found,1941,33.85,-101.8,"(33.85, -101.8)",United States,North America
1103,Abu Moharek,9,Valid,H4,4.5,Found,1997,27.2394,29.8358,"(27.23944, 29.83583)",Egypt,Africa
1104,Acfer 001,11,Valid,L6,6.7,Found,1989,27.5,3.61667,"(27.5, 3.61667)",Algeria,Africa
1114,Acfer 011,21,Valid,H5,3.8,Found,1989,27.75,4.16667,"(27.75, 4.16667)",Algeria,Africa
1124,Acfer 021,31,Valid,H6,2.14,Found,1989,27.55,3.61667,"(27.55, 3.61667)",Algeria,Africa
1131,Acfer 028,38,Valid,H3.8,3.13,Found,1989,27.6667,4.25,"(27.66667, 4.25)",Algeria,Africa
1134,Acfer 031,41,Valid,H5,2.02,Found,1989,27.6667,4.35,"(27.66667, 4.35)",Algeria,Africa
1156,Acfer 054,64,Valid,H5,2.05,Found,1989,27.7,3.93333,"(27.7, 3.93333)",Algeria,Africa
1174,Acfer 073,82,Valid,H5,2.01,Found,1990,27.5333,3.85,"(27.53333, 3.85)",Algeria,Africa
1178,Acfer 077,86,Valid,L6,2.54,Found,1990,27.6333,4.51667,"(27.63333, 4.51667)",Algeria,Africa
1185,Acfer 084,93,Valid,H5,6.3,Found,1990,27.55,3.86667,"(27.55, 3.86667)",Algeria,Africa
1192,Acfer 091,100,Valid,LL5-6,3.49,Found,1990,27.45,4.11667,"(27.45, 4.11667)",Algeria,Africa
1199,Acfer 098,107,Valid,H5,5.5,Found,1990,27.4667,3.88333,"(27.46667, 3.88333)",Algeria,Africa
1214,Acfer 113,122,Valid,LL6,2.91,Found,1990,27.5667,4.03333,"(27.56667, 4.03333)",Algeria,Africa
1226,Acfer 125,134,Valid,L6,3.38,Found,1990,27.6833,4.35,"(27.68333, 4.35)",Algeria,Africa
1267,Acfer 166,175,Valid,H3-5,2.48,Found,1990,27.5167,4.23333,"(27.51667, 4.23333)",Algeria,Africa
1290,Acfer 190,198,Valid,L6,4.44,Found,1990,27.7,4.3,"(27.7, 4.3)",Algeria,Africa
1319,Acfer 219,227,Valid,H6,2.61,Found,1991,27.5214,3.79139,"(27.52139, 3.79139)",Algeria,Africa
1328,Acfer 228,236,Valid,L5,2.28,Found,1991,27.5739,4.11972,"(27.57389, 4.11972)",Algeria,Africa
1343,Acfer 244,252,Valid,H6,2.04,Found,1991,27.5247,3.80972,"(27.52472, 3.80972)",Algeria,Africa
1372,Acfer 273,281,Valid,H5/6,2.11,Found,1991,27.6219,4.45556,"(27.62194, 4.45556)",Algeria,Africa
1397,Acfer 298,306,Valid,L6,2.0,Found,1992,27.7092,4.17444,"(27.70917, 4.17444)",Algeria,Africa
1418,Acfer 319,327,Valid,L6,2.39,Found,1992,27.5519,3.81611,"(27.55194, 3.81611)",Algeria,Africa
1428,Acfer 329,336,Valid,L4/5,30.0,Found,2001,27.5833,4.1,"(27.58333, 4.1)",Algeria,Africa
1435,Acfer 336,343,Valid,L3.8,19.4,Found,2002,27.6167,4.06667,"(27.61667, 4.06667)",Algeria,Africa
1447,Acfer 348,354,Valid,L5,8.75,Found,2001,27.9793,4.27817,"(27.97933, 4.27817)",Algeria,Africa
1452,Acfer 353,359,Valid,Eucrite-cm,11.94,Found,2001,27.4892,3.89,"(27.48917, 3.89)",Algeria,Africa
1470,Acfer 371,34017,Valid,L5,9.61,Found,2002,27.6782,4.46533,"(27.67817, 4.46533)",Algeria,Africa
1478,Acfer 379,35338,Valid,H4,14.76,Found,2004,27.4114,3.70467,"(27.4114, 3.70467)",Algeria,Africa
1498,Achilles,369,Valid,H5,16.0,Found,1924,39.7767,-100.813,"(39.77667, -100.81333)",United States,North America
1499,Ackerly,55379,Valid,L5,3.05,Found,1995,32.5903,-101.772,"(32.59033, -101.77217)",United States,North America
1500,Acme,371,Valid,H5,75.0,Found,1947,33.6333,-104.267,"(33.63333, -104.26667)",United States,North America
1501,Acomita,372,Valid,"Pallasite, PMG",3.96,Found,1962,35.05,-107.567,"(35.05, -107.56667)",United States,North America
1502,Acuña,373,Valid,"Iron, IIIAB",217.7,Found,1981,29.3167,-100.967,"(29.31667, -100.96667)",Mexico,North America
1505,Adams County,375,Valid,H5,5.7,Found,1928,39.9667,-103.767,"(39.96667, -103.76667)",United States,North America
1506,ad-Dahbubah,376,Valid,H5,90.0,Found,1961,19.8333,51.25,"(19.83333, 51.25)",Saudi Arabia,Asia
1515,Adrar Madet 002,386,Valid,LL3,2.2,Found,2002,18.6104,10.4941,"(18.61042, 10.4941)",Niger,Africa
1516,Adrar Yaouelt,387,Valid,H5,2.73,Found,2002,17.6799,10.035,"(17.67987, 10.03503)",Niger,Africa
1517,Adrian,388,Valid,H4,22.6,Found,1936,35.15,-102.717,"(35.15, -102.71667)",United States,North America
1518,Adzhi-Bogdo (iron),389,Valid,"Iron, IAB complex",582.0,Found,1952,44.8667,95.4167,"(44.86667, 95.41667)",Mongolia,Asia
1519,Aggie Creek,393,Valid,"Iron, IIIAB",43.0,Found,1942,64.8833,-163.167,"(64.88333, -163.16667)",United States,North America
1520,Agoudal,57354,Valid,"Iron, IIAB",100.0,Found,2000,31.9846,-5.51528,"(31.98457, -5.51528)",Morocco,Africa
1522,Agua Blanca,397,Valid,"Iron, IIIAB",49.0,Found,1938,-28.9167,-66.95,"(-28.91667, -66.95)",Argentina,South America
1541,Ahumada,419,Valid,"Pallasite, PMG",52.6,Found,1909,30.7,-105.5,"(30.7, -105.5)",Mexico,North America
1543,Ainsworth,422,Valid,"Iron, IIAB",80.65,Found,1907,42.6,-99.8,"(42.6, -99.8)",United States,North America
1547,Akron (1961),431,Valid,L6,4.0,Found,1961,40.15,-103.167,"(40.15, -103.16667)",United States,North America
1549,Al Haggounia 001,44857,Valid,Aubrite,3000.0,Found,2006,27.5,-12.5,"(27.5, -12.5)",Morocco,Africa
1559,Al Huqf 010,443,Valid,L6,41.54,Found,2002,19.8678,57.0028,"(19.86785, 57.0028)",Oman,Asia
1560,Al Huqf 011,444,Valid,L6,8.06,Found,2002,19.8661,57.0032,"(19.86607, 57.0032)",Oman,Asia
1566,Al Huqf 054,45824,Valid,L~6,2.94,Found,2001,19.6161,57.2698,"(19.61612, 57.2698)",Oman,Asia
1575,Al Huqf 064,48536,Valid,H4,12.83,Found,2002,19.4041,57.275,"(19.40412, 57.27497)",Oman,Asia
1576,Al Huqf 065,48537,Valid,L6,2.08,Found,2007,19.3209,57.2298,"(19.32092, 57.22977)",Oman,Asia
1581,Al Huqf 070,51937,Valid,L4,2.63,Found,2009,19.188,57.1098,"(19.18798, 57.10978)",Oman,Asia
1582,Al Huwaysah 001,55403,Valid,LL6,3.15,Found,2009,22.8049,55.3274,"(22.80487, 55.32742)",Oman,Asia
1590,Al Huwaysah 009,55410,Valid,H6,3.41,Found,2010,22.7575,55.414,"(22.75747, 55.41402)",Oman,Asia
1593,Al Huwaysah 012,55412,Valid,H5,4.69,Found,2010,22.6775,55.3403,"(22.67752, 55.34027)",Oman,Asia
1601,Alamogordo,449,Valid,H5,13.6,Found,1938,32.9,-105.933,"(32.9, -105.93333)",United States,North America
1603,Alatage,452,Valid,"Iron, IIIAB",37.5,Found,1959,42.3333,93.0,"(42.33333, 93.0)",China,Asia
1604,Albin (pallasite),455,Valid,"Pallasite, PMG",37.6,Found,1915,41.5,-104.1,"(41.5, -104.1)",United States,North America
1605,Albin (stone),456,Valid,L,15.4,Found,1949,41.4167,-104.1,"(41.41667, -104.1)",United States,North America
1606,Albion,457,Valid,"Iron, IVA",12.28,Found,1966,46.8333,-117.25,"(46.83333, -117.25)",United States,North America
1607,Aldama (a),459,Valid,"Iron, IIIAB",11.0,Found,1985,28.8333,-105.867,"(28.83333, -105.86667)",Mexico,North America
1612,al-Ghanim (stone),469,Valid,L6,3.76,Found,1960,19.7,53.9667,"(19.7, 53.96667)",Saudi Arabia,Asia
1614,Alikatnima,471,Valid,"Iron, ungrouped",20.0,Found,1931,-23.3333,134.117,"(-23.33333, 134.11667)",Australia,Oceania
1615,Aliskerovo,472,Valid,"Iron, IIIE-an",58.4,Found,1977,67.8833,167.5,"(67.88333, 167.5)",Russia,Europe
1616,al-Jimshan,473,Valid,H4,11.45,Found,1955,20.7,52.8333,"(20.7, 52.83333)",Saudi Arabia,Asia
1619,Alkhamasin,475,Valid,"Iron, IIAB",1200.0,Found,1973,20.6,44.8833,"(20.6, 44.88333)",Saudi Arabia,Asia
1651,Allan Hills 82103,479,Valid,H5,2.53,Found,1982,-76.8966,156.991,"(-76.89661, 156.99137)",Antarctica,Antarctica
1767,Allan Hills 83100,595,Valid,CM1/2,3.02,Found,1983,-76.7167,159.667,"(-76.71667, 159.66667)",Antarctica,Antarctica
1777,Allan Hills 84002,605,Valid,L6,7.55,Found,1984,-76.7425,158.829,"(-76.74254, 158.82886)",Antarctica,Antarctica
1778,Allan Hills 84003,606,Valid,H5,3.09,Found,1984,-76.7322,158.67,"(-76.73217, 158.6696)",Antarctica,Antarctica
1779,Allan Hills 84004,607,Valid,H4,9.0,Found,1984,-76.7316,158.679,"(-76.73156, 158.67942)",Antarctica,Antarctica
